"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"V.M.O., INC.","120705057","Danville","5","205279.7300","186823.4500","18456.2800","70795.0000","52338.7200","18456.2800","5537.0400","4614.2000","922.8400",
"VAJ LLC","160700213","Chicago Ridge","5","174624.4900","162903.6300","11720.8600","42713.0000","30992.1400","11720.8600","3516.3300","2930.2700","586.0600",
"Valbo's Restaurant Ltd.","120703715","Germantown","3","174849.9500","160955.8300","13894.1200","40914.0000","27019.8800","13894.1200","4168.2400","3473.5400","694.7000",
"Valencia Tap, LLC","160700187","Earlville","5","74973.7600","68169.1600","6804.6000","21898.0000","15093.4000","6804.6000","2041.4800","1701.2300","340.2500",
"Valerie J. Wilson","120704797","Dixon","4","169814.2000","150937.3600","18876.8400","52943.0000","34065.9100","18877.0900","5663.1600","4719.3000","943.8600",
"Valex, Inc.","130705093","Orland Hills","5","555476.0100","509303.9800","46172.0300","147352.0000","101237.5900","46114.4100","13834.4400","11528.7000","2305.7400",
"VALLEY INN INC.","120702024","Palos Hills","5","270936.0900","254091.0400","16845.0500","73263.0000","56417.9200","16845.0800","5053.5000","4211.2500","842.2500",
"VALLEY LAKES CENTER, INC.","150701790","Peoria County","2","4439.8500","3789.8800","649.9700","1507.0000","857.0300","649.9700","195.0000","162.5000","32.5000",
"Van Dyke Video Gaming, Inc","150703967","Decatur","5","429706.1800","397167.6800","32538.5000","143580.0000","111041.4700","32538.5300","9761.6400","8134.7000","1626.9400",
"Van Lenhardt, Incorporated","130706097","Alton","5","199657.3400","181280.6400","18376.7000","65956.0000","47579.3000","18376.7000","5513.0600","4594.2200","918.8400",
"Van's Liquor Store, Inc.","120704623","East Dubuque","5","271569.4400","250342.3500","21227.0900","65252.0000","44024.9100","21227.0900","6368.2600","5306.8900","1061.3700",
"VANDALIA COUNTRY AND GOLF CLUB","130704189","Vandalia","5","84004.1900","78092.0900","5912.1000","24402.0000","18490.1000","5911.9000","1773.5700","1477.9700","295.6000",
"Vapari, Inc.","120700207","Algonquin","5","215305.2300","194686.0000","20619.2300","69569.0000","48949.7700","20619.2300","6185.7700","5154.8100","1030.9600",
"VARIEDADES EL RANCHITO, LLC","150701825","Fairmont City","5","98383.5100","85748.1600","12635.3500","32115.0000","19496.7900","12618.2100","3785.5800","3154.6500","630.9300",
"Variety Liquors, Inc.","120708465","Decatur","5","430999.9000","393535.5900","37464.3100","126696.0000","89231.6900","37464.3100","11239.3600","9366.1400","1873.2200",
"Vash, Inc.","130702977","Lake Villa","5","343116.4400","308737.4900","34378.9500","112097.0000","77718.0500","34378.9500","10313.7600","8594.8000","1718.9600",
"Vedanta Inc.","130705877","Taylorville","5","371886.5500","343514.0500","28372.5000","112115.0000","83742.6600","28372.3400","8511.8000","7093.1700","1418.6300",
"VEE_J""S SPORTS GRILL LLC","140703635","Richton Park","4","61034.6000","53892.4000","7142.2000","22780.0000","15637.7400","7142.2600","2142.7600","1785.6300","357.1300",
"Vegas Slots & Gaming, Inc.","160702324","Sterling","5","524170.2600","485613.7100","38556.5500","178573.0000","140016.4500","38556.5500","11567.0500","9639.2100","1927.8400",
"VENICE SOCIAL CLUB","120705007","Pontoon Beach","5","103381.7400","91989.5500","11392.1900","30855.0000","19462.8100","11392.1900","3417.7300","2848.1100","569.6200",
"Venus, Inc.","120700520","Rockford","5","370376.1300","338722.1400","31653.9900","108048.0000","76394.0100","31653.9900","9496.2100","7913.5100","1582.7000",
"VENUS, INC.","160700540","McHenry","5","312008.7200","283321.0900","28687.6300","103931.0000","75243.2700","28687.7300","8606.3400","7171.9500","1434.3900",
"VERNON MORRIS II & PHILIP EUGENE OVERTURF POST 5764 WEST FRANKFORT, IL","120908478","West Frankfort","3","76190.8200","72772.0100","3418.8100","24827.0000","21408.1900","3418.8100","1025.6100","854.6700","170.9400",
"Veterans Inn Incorporated","120704250","Dowell","5","270455.6200","251860.1700","18595.4500","82753.0000","64157.7300","18595.2700","5578.6000","4648.8400","929.7600",
"VETERANS OF FOREIGN WAR DEPT. OF ILL LEMONT 22 HONOR POST 5819","120902218","Lemont","5","197861.5200","184052.9900","13808.5300","62369.0000","48560.8500","13808.1500","4142.5000","3452.0800","690.4200",
"VETERANS OF FOREIGN WARS ALBERT TUNBERG POST #2608","120902217","Dwight","4","85001.4600","79117.9500","5883.5100","23921.0000","18037.4900","5883.5100","1765.0400","1470.8700","294.1700",
"Veterans of Foreign Wars Department of Illinois 1461 John Hugo Kaiser","120900507","Boone County","5","268537.0900","243895.6400","24641.4500","84103.0000","59461.5500","24641.4500","7392.5200","6160.4400","1232.0800",
"Veterans of Foreign Wars Department of Illinois Goldsmith-Terry Post 3523","120905906","Carlyle","5","126820.4400","113163.2000","13657.2400","45437.0000","31779.7600","13657.2400","4097.1800","3414.3100","682.8700",
"Veterans of Foreign Wars Morgan County Post #1379","120900711","Jacksonville","5","263899.7700","244010.6300","19889.1400","81951.0000","62061.8600","19889.1400","5966.7700","4972.3100","994.4600",
"VETERANS OF FOREIGN WARS OF THE UNITED STATES HAVANA POST NO. 6408","120902184","Havana","5","167214.6900","150515.1400","16699.5500","47672.0000","30972.4700","16699.5300","5009.8800","4174.9000","834.9800",
"Veterans of Foreign Wars of the United States, La Fore Lock Post No. 755","120902142","Springfield","5","257543.1500","233556.5500","23986.6000","83723.0000","59736.4000","23986.6000","7196.0300","5996.6900","1199.3400",
"Veterans of Foreign Wars Post 8078","120908731","Kewanee","4","54066.4100","49650.2100","4416.2000","20072.0000","15655.8000","4416.2000","1324.9000","1104.0800","220.8200",
"VETERANS OF FOREIGN WARS, CASEY POST #5762","120901320","Casey","4","58095.6900","52581.5200","5514.1700","16611.0000","11096.8300","5514.1700","1654.2800","1378.5700","275.7100",
"Veterans of Foreign Wars, Jackson County Post #7190","120905400","Murphysboro","5","128628.6100","122105.9000","6522.7100","41717.0000","35194.4900","6522.5100","1956.7600","1630.6400","326.1200",
"Veterans of Foreign Wars, Post 1984, Inc.","130900124","Canton","5","353230.0000","329477.8400","23752.1600","104886.0000","81128.8400","23757.1600","7127.1900","5939.3200","1187.8700",
"VFW Post 7676 Gieseking-Schwerdtfeger","120902193","Altamont","5","94280.7400","86439.4300","7841.3100","24270.0000","16428.6000","7841.4000","2352.4900","1960.4100","392.0800",
"VH Y ER Corp.","140704200","Brighton","2","42327.6600","39081.1400","3246.5200","13447.0000","10200.4800","3246.5200","973.9800","811.6500","162.3300",
"Vic & Jim's Tap Inc.","130701183","Loves Park","4","109492.1400","99727.6600","9764.4800","30130.0000","20365.4400","9764.5600","2929.4000","2441.1700","488.2300",
"Vicki Schwartz","130704638","Casey","2","6562.8600","5974.2600","588.6000","1724.0000","1135.7000","588.3000","176.4800","147.0700","29.4100",
"Vicky Gendreau","120711281","Savanna","3","43872.4200","41333.9000","2538.5200","12667.0000","10128.6800","2538.3200","761.5200","634.6100","126.9100",
"Victoria Restaurant, Inc.","130706362","Northlake","4","108602.0500","102336.7500","6265.3000","33630.0000","27364.7000","6265.3000","1879.5900","1566.3300","313.2600",
"Victory Lanes Inc.","120704195","Dwight","3","57943.1200","53456.0900","4487.0300","20356.0000","15869.1500","4486.8500","1346.0700","1121.7200","224.3500",
"VICTORY TAVERN, INC.","120704046","Abingdon","5","247192.8400","231808.8000","15384.0400","67268.0000","51884.1300","15383.8700","4615.2000","3846.0000","769.2000",
"Video Wonders, Inc.","120700203","Harvard","5","208567.6200","191836.7700","16730.8500","69532.0000","52801.1500","16730.8500","5019.2900","4182.7400","836.5500",
"Viking Inn Hanover LLC","160701378","Hanover","3","42539.6300","38360.3200","4179.3100","14820.0000","10640.7100","4179.2900","1253.8400","1044.8600","208.9800",
"Viking Lanes, Inc.","120700763","South Beloit","5","191162.8100","176921.7700","14241.0400","65384.0000","51143.0800","14240.9200","4272.3300","3560.2800","712.0500",
"VILLA BLEU, INC.","140701597","Fox River Grove","3","64144.4100","57746.1200","6398.2900","21300.0000","14901.7100","6398.2900","1919.5200","1599.6000","319.9200",
"VILLA NAPOLI L.T.D.","150702015","Norridge","5","435385.3900","395995.6000","39389.7900","154142.0000","114752.2100","39389.7900","11817.0200","9847.5200","1969.5000",
"Villa Park Post No. 2801, Veterans of Foreign Wars of the United State, Inc.","130900531","Villa Park","5","227539.0500","213376.6400","14162.4100","64344.0000","50181.5900","14162.4100","4248.7800","3540.6500","708.1300",
"VILLAGE GARDEN RESTAURANT, INC.","120707907","Salem","5","162091.7900","150777.0600","11314.7300","45490.0000","34175.4900","11314.5100","3394.4400","2828.7000","565.7400",
"VILLAGE II, INC.","120703519","Champaign","4","30410.8000","27486.0000","2924.8000","10163.0000","7238.2000","2924.8000","877.4700","731.2300","146.2400",
"Village of Cahokia","130703812","Cahokia","3","35448.9000","32840.3500","2608.5500","7758.0000","5149.4500","2608.5500","782.6200","652.1900","130.4300",
"Village of Glenwood","130705973","Glenwood","3","8923.6600","9314.5400","-390.8800","3917.0000","4307.8800","-390.8800","-117.2400","-97.7000","-19.5400",
"Village of Moweaqua, IL","150700118","Moweaqua","3","68072.4100","65585.1000","2487.3100","23440.0000","20952.7100","2487.2900","746.2100","621.8500","124.3600",
"Village of Worth","130701685","Worth","2","1130.0000","1029.1000","100.9000","430.0000","329.1000","100.9000","30.2700","25.2200","5.0500",
"Village Pizza and Pub, LLC","130705517","Carpentersville","4","139104.4700","126259.8300","12844.6400","44873.0000","32028.3600","12844.6400","3853.4200","3211.1800","642.2400",
"Village Sportsmens Club","140703011","Alsip","5","205092.1200","187577.9000","17514.2200","66769.0000","49254.7800","17514.2200","5254.3100","4378.5900","875.7200",
"Village Squire of McHenry, Inc.","130702401","McHenry","5","386096.1600","354021.5400","32074.6200","119152.0000","87077.3200","32074.6800","9622.4100","8018.6800","1603.7300",
"Village Squire South, Inc.","120706654","South Elgin","5","186937.3400","172694.0400","14243.3000","55701.0000","41457.1600","14243.8400","4273.2100","3561.0100","712.2000",
"Village XIII,Inc.","140702784","Effingham","5","56144.0100","49870.6700","6273.3400","20228.0000","13954.7000","6273.3000","1882.0200","1568.3500","313.6700",
"Vincint Von Hart, LLC","140701035","Belleville","4","192614.6700","171811.1300","20803.5400","64186.0000","43382.4600","20803.5400","6241.1200","5200.9400","1040.1800",
"Vinny's Gambling Cafe Group, Inc.","140704307","Berwyn","5","190176.3800","179212.2800","10964.1000","59544.0000","48579.9000","10964.1000","3289.2700","2741.0600","548.2100",
"VINO'S BAR & GRILL, INC.","130706236","Gardner","4","48785.0300","46379.5800","2405.4500","13390.0000","10984.5600","2405.4400","721.7100","601.4300","120.2800",
"VIP BAR AND GRILL DANCE CLUB LLC","160702670","Country Club Hills","3","25319.4900","24433.5800","885.9100","11657.0000","10771.0900","885.9100","265.7800","221.4800","44.3000",
"VIRBAI INC.","150701141","Round Lake","5","238490.0600","220458.5600","18031.5000","67772.0000","49740.6900","18031.3100","5409.4100","4507.8400","901.5700",
"VIRBAPA, INC.","130704560","Dwight","4","67210.5900","61455.0100","5755.5800","23781.0000","18025.4200","5755.5800","1726.6600","1438.8900","287.7700",
"Virgina Murphy","120712565","La Salle County","3","61493.7000","58244.7800","3248.9200","16633.0000","13384.0800","3248.9200","974.6800","812.2300","162.4500",
"VIRGINIA D. BRZENK","140702864","McHenry County","5","59720.6400","56344.1500","3376.4900","19370.0000","15993.5100","3376.4900","1012.9600","844.1400","168.8200",
"Visionquest Unlimited, Inc.","120702296","Mount Morris","2","16080.6300","15337.3600","743.2700","4926.0000","4182.7300","743.2700","222.9900","185.8300","37.1600",
"VITALE FAMILY, INC.","130706451","Paris","3","20655.6100","19579.0600","1076.5500","7648.0000","6571.4500","1076.5500","322.9900","269.1600","53.8300",
"VITO AND NICKS II HICKORY HILLS INC.","120707120","Hickory Hills","2","44.6000","36.2900","8.3100","24.0000","15.6900","8.3100","2.5000","2.0800","0.4200",
"Vito's Ristorante,Inc.","160700520","Roscoe","4","53959.5800","49175.7900","4783.7900","23641.0000","18856.9600","4784.0400","1435.2300","1196.0200","239.2100",
"Vivian A. Nelson","130700846","Ava","4","98360.6700","88190.3000","10170.3700","32371.0000","22200.5300","10170.4700","3051.1900","2542.6600","508.5300",
"Vlleznit Corporation","130702841","Pontiac","3","168130.5700","156089.3500","12041.2200","28821.0000","16780.7900","12040.2100","3612.1100","3010.0900","602.0200",
"VLWilliams Enterprise Corporation","150703013","Collinsville","5","48335.7900","42969.4000","5366.3900","13792.0000","8424.3300","5367.6700","1610.3400","1341.9500","268.3900",
"VMR Consulting LLC","150700520","Sandwich","5","213318.9400","194608.8700","18710.0700","68075.0000","49364.8100","18710.1900","5613.0700","4677.5600","935.5100",
"Volver Cantina & Grill, Corp.","150704208","Palos Hills","2","9275.1000","8864.6100","410.4900","3240.0000","2829.8100","410.1900","123.0900","102.5700","20.5200",
"VonFalc's Gridiron Grill Inc. ","120705514","Breese","3","61956.1800","56541.1000","5415.0800","20684.0000","15269.0100","5414.9900","1624.5300","1353.7800","270.7500",
"Votaw-Swank Post No. 458, American Legion","160902856","Neoga","4","87283.2700","81984.4500","5298.8200","31172.0000","25873.4300","5298.5700","1589.6200","1324.6900","264.9300",
"VPEN, INC.","120705002","Merrionette Park","5","461447.6000","424849.2500","36598.3500","147528.0000","110928.3900","36599.6100","10979.9200","9149.9400","1829.9800",
"Vrina, Inc.","130706318","Northlake","5","363316.7200","332874.5200","30442.2000","108391.0000","77948.8000","30442.2000","9132.7100","7610.5900","1522.1200",
"VS PUB, INC.","120711525","Round Lake Beach","5","159540.7500","145893.6900","13647.0600","48470.0000","34822.5500","13647.4500","4094.2200","3411.8500","682.3700",
"Vuelve A La Vida Restaurant Inc.","150700432","Melrose Park","4","65925.3100","59515.7000","6409.6100","24227.0000","17817.1400","6409.8600","1923.0000","1602.5000","320.5000",
"VYV Development, Corp.","120704835","Coal Valley","2","32146.0900","31068.8900","1077.2000","10385.0000","9307.7900","1077.2100","323.1800","269.3100","53.8700",
"W. M. Clasen's, Inc.","130703228","Union","4","94594.6000","86607.5400","7987.0600","29089.0000","21101.8400","7987.1600","2396.1700","1996.8100","399.3600",
"W. T. Funderburk, Inc.","120701168","Pocahontas","3","18488.0700","17333.5900","1154.4800","5027.0000","3872.2000","1154.8000","346.4500","288.7100","57.7400",
"W.P.S. Inc.","130703152","Carbondale","5","107281.2000","100188.8900","7092.3100","44217.0000","37125.0900","7091.9100","2127.6400","1773.0400","354.6000",
"Wa-Pa-Ghetti's, Inc.","160701396","Wheeling","3","48459.1300","43171.2600","5287.8700","16802.0000","11514.1300","5287.8700","1586.4200","1322.0200","264.4000",
"WABB ENTERPRISES OF ILLINOIS LLC","130705636","West City","5","553368.9300","509040.3100","44328.6200","149142.0000","104813.3800","44328.6200","13298.6200","11082.1900","2216.4300",
"WABB Enterprises of Illinois LLC","130700063","Olney","5","464081.4000","431287.9800","32793.4200","111827.0000","79033.5800","32793.4200","9838.0200","8198.3500","1639.6700",
"WABB ENTERPRISES OF ILLINOIS LLC","120705898","Du Quoin","5","161065.9200","150411.9900","10653.9300","44703.0000","34049.0700","10653.9300","3196.1900","2663.4900","532.7000",
"WABB ENTERPRISES OF ILLINOIS LLC","120711434","Eldorado","5","406275.7700","383373.1200","22902.6500","130548.0000","107645.3500","22902.6500","6870.8200","5725.6800","1145.1400",
"WABB ENTERPRISES OF ILLINOIS LLC","130705247","Murphysboro","5","325453.2000","306181.8500","19271.3500","97315.0000","78042.6500","19272.3500","5781.7900","4818.1600","963.6300",
"WABB Enterprises of Illinois LLC","130700067","Salem","5","278911.1700","264901.8400","14009.3300","66908.0000","52898.6700","14009.3300","4202.8000","3502.3300","700.4700",
"WABB ENTERPRISES OF ILLINOIS LLC","120705901","Harrisburg","5","373239.8000","341987.2900","31252.5100","91594.0000","60341.4900","31252.5100","9375.7300","7813.1100","1562.6200",
"WABB ENTERPRISES OF ILLINOIS LLC","120711437","Herrin","5","321920.4800","298460.4100","23460.0700","101897.0000","78436.9300","23460.0700","7038.0300","5865.0300","1173.0000",
"WABB ENTERPRISES OF ILLINOIS LLC","120706997","Carmi","5","359751.9100","334512.0800","25239.8300","100923.0000","75683.2400","25239.7600","7571.9800","6309.9900","1261.9900",
