"All Establishment Details"
"February 2017"
"Report Date: 05/05/2017 11:07 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Thai Spoon, Inc.","120703919","Elk Grove Village","4","69537.8500","62504.1500","7033.7000","22571.0000","15537.3000","7033.7000","2110.1200","1758.4400","351.6800",
"THANOS, INC.","120711837","Villa Park","5","508646.7300","468517.9700","40128.7600","156201.0000","116072.2400","40128.7600","12038.6700","10032.2300","2006.4400",
"The 101 Club Inc.","120700148","Central City","5","158557.7000","147999.8700","10557.8300","44315.0000","33757.1900","10557.8100","3167.3600","2639.4700","527.8900",
"The 10th Frame Lounge, Inc.","120700690","Countryside","5","425299.9000","386064.3100","39235.5900","136457.0000","97221.4100","39235.5900","11770.7400","9808.9600","1961.7800",
"THE 127 LOUNGE INC.","120702283","Nashville","4","191515.4600","178622.0300","12893.4300","55133.0000","42239.5700","12893.4300","3868.0200","3223.3500","644.6700",
"The 3 Amigos Restaurant Inc.","140701037","Lake Villa","3","31408.9500","28353.7100","3055.2400","10964.0000","7908.7600","3055.2400","916.5500","763.7900","152.7600",
"The Alley Grill and Tap Company","160700145","Mokena","5","293816.9300","268931.1300","24885.8000","87532.0000","62646.0400","24885.9600","7465.7900","6221.4900","1244.3000",
"The American Legion Boone Post #77","120908126","Boone County","5","386505.1000","351968.0000","34537.1000","112470.0000","77932.9000","34537.1000","10361.2000","8634.3300","1726.8700",
"The American Legion Department of Illinois Limestone Post #979","120904617","Bartonville","5","137330.1800","125902.5200","11427.6600","41671.0000","30243.3400","11427.6600","3428.3100","2856.9300","571.3800",
"The American Legion Robert D. Clark Post #1205, Inc.","120906458","Wood Dale","5","181981.5300","171659.9000","10321.6300","51791.0000","41469.3700","10321.6300","3096.5300","2580.4400","516.0900",
"The American Legion Stickney Post 687","120902023","Stickney","5","81141.3500","72634.0500","8507.3000","32568.0000","24060.8700","8507.1300","2552.1500","2126.7900","425.3600",
"The Assembly American Bar & Cafe, Inc.","120700252","Hoffman Estates","5","345465.1400","328958.7500","16506.3900","103871.0000","87364.6100","16506.3900","4951.9600","4126.6400","825.3200",
"THE BACK ROOM, INC.","160702249","Niles","5","34885.7400","31174.7000","3711.0400","12420.0000","8708.6600","3711.3400","1113.4200","927.8500","185.5700",
"The Barge Inn, LLC","140702078","Seneca","4","45515.1800","41842.0700","3673.1100","16518.0000","12845.0600","3672.9400","1101.8900","918.2500","183.6400",
"The Barn Bar & Restaurant, Inc.","120703312","New Boston","5","201684.5100","183748.1100","17936.4000","50822.0000","32885.6000","17936.4000","5380.9800","4484.1500","896.8300",
"The Barrel House II, L.L.C.","130704573","Moline","2","25080.7000","22105.0000","2975.7000","8221.0000","5245.3000","2975.7000","892.7200","743.9400","148.7800",
"THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS BEARDSTOWN LODGE #1007","120804048","Beardstown","5","265598.0400","245762.1600","19835.8800","81994.0000","62158.1200","19835.8800","5950.7800","4958.9800","991.8000",
"The Berwyn Tap Room Incorporated","140701654","Berwyn","2","46387.8700","42026.9400","4360.9300","16979.0000","12618.0700","4360.9300","1308.2800","1090.2300","218.0500",
"The Bigger Bite, Inc.","160702900","Morris","3","56970.6400","52175.0900","4795.5500","17922.0000","13126.4000","4795.6000","1438.7300","1198.9500","239.7800",
"The Black Sheep Tavern, Inc.","150704337","Benton","4","132916.4700","119319.3900","13597.0800","39753.0000","26156.2700","13596.7300","4079.0500","3399.2100","679.8400",
"The Black Top, Inc.","120700194","Dieterich","4","76580.5500","69852.4200","6728.1300","27410.0000","20681.8700","6728.1300","2018.4300","1682.0200","336.4100",
"The Boardwalk, Inc.","120706852","Pekin","5","223429.9700","207336.2800","16093.6900","64999.0000","48904.9500","16094.0500","4828.2600","4023.5500","804.7100",
"THE BOBS' I LLC","120708504","Harristown","5","450195.2800","413222.5300","36972.7500","136331.0000","99358.2500","36972.7500","11091.8900","9243.2400","1848.6500",
"The Boldt Brewery, Inc.","150701789","Humboldt","5","71943.8800","66647.2100","5296.6700","25410.0000","20113.2700","5296.7300","1589.0000","1324.1600","264.8400",
"THE BOONE DOCKS INCORPORATED","120702016","Joy","3","53158.0300","50550.5900","2607.4400","17696.0000","15088.5600","2607.4400","782.2300","651.8600","130.3700",
"The Bowl Hi Lanes Partnership","150703933","Huntley","5","312909.6200","286234.7900","26674.8300","101649.0000","74974.2700","26674.7300","8002.4900","6668.7400","1333.7500",
"The Brickhouse Bar and Grill, LLC","150702869","St. Libory","3","94556.7900","84988.2300","9568.5600","29212.0000","19643.1500","9568.8500","2870.7000","2392.2500","478.4500",
"The Brickyard Incorporated","120705573","East Galesburg","4","177629.0400","164741.6900","12887.3500","49971.0000","37083.6500","12887.3500","3866.2500","3221.8700","644.3800",
"The Broken Oar, Inc.","120702997","Port Barrington","5","191450.7500","177308.1700","14142.5800","60192.0000","46049.4000","14142.6000","4242.9100","3535.7600","707.1500",
"The Bull Dog Inn, Inc.","120712539","Emden","4","150864.8300","140208.8600","10655.9700","45215.0000","34559.0300","10655.9700","3196.8000","2664.0000","532.8000",
"The Bullpen Inc.","130704880","New Athens","3","63058.2600","59349.4200","3708.8400","19062.0000","15353.1600","3708.8400","1112.7100","927.2600","185.4500",
"The Burger Bar, Inc.","120710461","Springfield","5","423599.8200","399459.4600","24140.3600","136681.0000","112540.7900","24140.2100","7242.1200","6035.1000","1207.0200",
"The Burnt End LLC","160703661","Red Bud","3","1906.6400","1550.9200","355.7200","745.0000","389.2800","355.7200","106.7000","88.9200","17.7800",
"The Carrollton Levee, Inc.","120709290","Carrollton","5","383715.5500","351873.0700","31842.4800","104986.0000","73143.5200","31842.4800","9552.8000","7960.6700","1592.1300",
"THE CELLAR, L.L.C.","130706242","Jackson County","3","8643.8900","8248.3300","395.5600","3260.0000","2864.4400","395.5600","118.6700","98.9000","19.7700",
"The Cherry Bowl, Inc.","120700744","Cherry Valley","5","496220.7200","456220.3600","40000.3600","143660.0000","103659.5900","40000.4100","12000.1900","10000.1600","2000.0300",
"THE COLLINS CLUB, INC.","140700191","Collinsville","4","92236.0600","84866.3200","7369.7400","27218.0000","19848.2600","7369.7400","2210.9100","1842.4300","368.4800",
"THE COLUMBIAN CORPORATION OF BARTELSO","160702795","Bartelso","3","33958.8500","32040.1400","1918.7100","10272.0000","8353.2900","1918.7100","575.6300","479.7000","95.9300",
"The Cork Inc.","150704158","Vandalia","5","168064.9900","156376.5200","11688.4700","45625.0000","33936.5600","11688.4400","3506.5300","2922.1100","584.4200",
"The Corner Chill and Grill LLC","150703039","Belleville","5","204430.4700","190886.6000","13543.8700","60382.0000","46838.1700","13543.8300","4063.1800","3385.9900","677.1900",
"The Corner Place Of Robinson, Inc.","120703025","Robinson","4","201325.9100","186033.3000","15292.6100","52444.0000","37151.3900","15292.6100","4587.7900","3823.1600","764.6300",
"The Country Crossroads Inc.","130702879","Wayne County","5","93289.4500","84107.0800","9182.3700","29533.0000","20350.6700","9182.3300","2754.7800","2295.6500","459.1300",
"The County Seat Ltd.","120704899","Taylorville","5","250372.2300","230497.7400","19874.4900","81212.0000","61337.4100","19874.5900","5962.4100","4968.6800","993.7300",
"THE COUNTY SEAT PUB & PIZZERIA INC.","160700921","Morris","2","13486.9600","12869.1800","617.7800","5518.0000","4900.2200","617.7800","185.3400","154.4500","30.8900",
"THE COVE OF APPLE CANYON, INC.","150701691","Jo Daviess County","1","3.5500","1.5500","2.0000","2.0000","0.0000","2.0000","0.6000","0.5000","0.1000",
"THE CROSSING 111 SPORTS BAR & GRILL, INC.","160701367","Worth","5","392117.5900","361171.6600","30945.9300","128483.0000","97537.0700","30945.9300","9283.8200","7736.5200","1547.3000",
"THE CROSSING BAR AND GRILL, INC.","130705416","Chicago Ridge","5","303519.3600","276148.3600","27371.0000","91204.0000","63833.0000","27371.0000","8211.3600","6842.8000","1368.5600",
"The D.Q. Corner Pocket, Inc.","130705332","Du Quoin","5","603322.6500","553238.7000","50083.9500","146076.0000","95992.0500","50083.9500","15025.2800","12521.0700","2504.2100",
"THE DALE ATHLETIC CLUB","120702234","Rockdale","3","75800.6300","70929.3500","4871.2800","23130.0000","18258.5400","4871.4600","1461.4800","1217.9000","243.5800",
"The Dalton City Shamrock Pub, Inc.","120701463","Dalton City","5","184883.6600","171533.9000","13349.7600","65215.0000","51865.2400","13349.7600","4004.9900","3337.4900","667.5000",
"THE DAWG HAUS BAR INC.","120700265","New Douglas","4","70690.2900","65248.2300","5442.0600","22009.0000","16566.9400","5442.0600","1632.6100","1360.5100","272.1000",
"The Diner Inc.","150703294","Sauget","3","52000.0300","47138.6200","4861.4100","12808.0000","7946.5900","4861.4100","1458.4300","1215.3600","243.0700",
"THE DONALD H. SALTZMAN CORP.","120711152","Aurora","5","253099.6800","234363.9500","18735.7300","80979.0000","62243.2700","18735.7300","5620.7800","4683.9800","936.8000",
"The Double R Bar, Inc.","120707116","Sesser","4","96408.5100","89219.0600","7189.4500","28677.0000","21487.3200","7189.6800","2156.9400","1797.4500","359.4900",
"The Dream Made Truth LLC","160700589","East Dundee","4","53579.5000","47704.6600","5874.8400","14949.0000","9074.0100","5874.9900","1762.5200","1468.7700","293.7500",
"The Dugout Bar, LLC","130705913","Elmwood Park","5","252521.6700","234481.7500","18039.9200","72962.0000","54922.0800","18039.9200","5411.9900","4509.9900","902.0000",
"The Dugout Tavern Inc.","150700662","La Salle","4","134864.2200","125085.6100","9778.6100","36938.0000","27159.4300","9778.5700","2933.6300","2444.6900","488.9400",
"The Dutchmen's Tavern, Inc.","120707726","Breese","3","24899.0400","21838.6400","3060.4000","7648.0000","4587.6000","3060.4000","918.1500","765.1300","153.0200",
"The Dwight Country Club","130704197","Livingston County","3","25893.1100","22976.7700","2916.3400","6955.0000","4038.7800","2916.2200","874.9000","729.0800","145.8200",
"The E Company of Donnellson","120700233","Donnellson","4","186864.1300","171170.0700","15694.0600","52421.0000","36726.9400","15694.0600","4708.1900","3923.4900","784.7000",
"The East Peoria Boating And Recreation Club","120710153","Tazewell County","3","59511.0500","54517.8000","4993.2500","18242.0000","13248.7500","4993.2500","1498.0200","1248.3500","249.6700",
"The Empire Interprise Corp.","130704183","Taylorville","5","295172.2400","266102.9800","29069.2600","93101.0000","64031.7400","29069.2600","8720.8500","7267.3800","1453.4700",
"THE FACTORY PUB AND GRUB, INC.","150701213","Sterling","5","155274.4200","144440.4500","10833.9700","47794.0000","36960.0800","10833.9200","3250.2600","2708.5500","541.7100",
"The Farmhouse Inc.","130702666","Delavan","4","90045.2500","83107.8000","6937.4500","30635.0000","23697.5000","6937.5000","2081.3200","1734.4300","346.8900",
"The Filling Station New Milford, Inc.","120701249","New Milford","5","320015.2200","292549.1200","27466.1000","88765.0000","61299.2000","27465.8000","8239.8200","6866.5200","1373.3000",
"The Foundry, LLC","120702995","Aurora","5","623789.6000","586186.0700","37603.5300","154906.0000","117302.4700","37603.5300","11281.1500","9400.9600","1880.1900",
"THE FOX RANCH, INC.","130702919","Kendall County","3","23871.1600","22106.0300","1765.1300","9240.0000","7474.8700","1765.1300","529.5600","441.3000","88.2600",
"THE FRANCHISE SPORTS BAR & GRILL, INC.","140702189","Wood River","5","199326.8600","182559.0600","16767.8000","66806.0000","50038.2000","16767.8000","5030.4300","4192.0300","838.4000",
"The Fraternal Order of Eagles, Carbondale Aerie #2569","120809896","Carbondale","5","145820.2300","135000.8800","10819.3500","34479.0000","23659.6100","10819.3900","3245.8400","2704.8700","540.9700",
"The Frolic Inc.","120708312","Waukegan","5","294795.4400","267884.9000","26910.5400","104933.0000","78022.4600","26910.5400","8073.2400","6727.7000","1345.5400",
"The Frosty Mug, Inc.","120701379","Mount Vernon","5","491110.6200","457800.3000","33310.3200","128653.0000","95342.6800","33310.3200","9993.1600","8327.6400","1665.5200",
"The Gabby Goat, LLC","120701378","Effingham","5","260948.3900","243065.9700","17882.4200","81547.0000","63664.5800","17882.4200","5364.7100","4470.5900","894.1200",
"THE GAMBLER OF MCHENRY, INC.","120703132","McHenry","5","354484.5700","324518.6400","29965.9300","110807.0000","80841.0300","29965.9700","8989.8200","7491.5200","1498.3000",
"The Gaming Cafe, LLC","150701467","Carpentersville","5","611967.5300","565821.5700","46145.9600","183935.0000","137789.0400","46145.9600","13843.8600","11536.5500","2307.3100",
"THE GARDEN FAMILY RESTAURANT LLP","150702416","Decatur","5","212131.3700","193689.9400","18441.4300","68832.0000","50390.5700","18441.4300","5532.4600","4610.3800","922.0800",
"The Ghada Company","120710165","Knoxville","3","141161.6200","130227.5000","10934.1200","38613.0000","27678.9200","10934.0800","3280.2500","2733.5400","546.7100",
"The Glass Tap, Inc.","120703921","Steger","5","266078.4300","236979.2300","29099.2000","88512.0000","59412.8000","29099.2000","8729.8300","7274.8600","1454.9700",
"The Good Spot, Inc.","120710557","Lewistown","2","44656.2500","40589.3100","4066.9400","13196.0000","9129.0800","4066.9200","1220.1100","1016.7600","203.3500",
"THE GRAND OLD MILL LTD.","130702685","McHenry County","3","39193.8600","34652.9700","4540.8900","13160.0000","8619.1100","4540.8900","1362.3000","1135.2500","227.0500",
"THE GRAPE ESCAPE, INC.","150703704","Galena","3","17733.2900","17508.5400","224.7500","6123.0000","5898.2000","224.8000","67.4500","56.2100","11.2400",
"The Great Escape On Irving, inc.","140701584","Schiller Park","4","105150.3300","96011.1600","9139.1700","35052.0000","25912.8400","9139.1600","2741.7500","2284.8000","456.9500",
"The Grove Bar and Grill Inc.","130704699","Poplar Grove","5","112984.5100","105962.8600","7021.6500","36052.0000","29030.3200","7021.6800","2106.5200","1755.4300","351.0900",
"The Hangout, Inc.","120705326","Milford","4","72891.2600","66624.0100","6267.2500","21791.0000","15523.7000","6267.3000","1880.2300","1566.8600","313.3700",
"The Harry E Wiles Post No. 381, The American Legion","120903651","Abingdon","4","138566.5200","133485.8600","5080.6600","39155.0000","34074.2400","5080.7600","1524.2500","1270.2100","254.0400",
"The Highlands Pub Inc.","160700596","Bradford","3","15926.9400","13961.9100","1965.0300","5230.0000","3265.1300","1964.8700","589.4900","491.2400","98.2500",
"The Hill, LLC","160703182","Jasper County","5","158985.4700","145807.8400","13177.6300","54311.0000","41134.1100","13176.8900","3953.1000","3294.2600","658.8400",
"THE HILLTOP AT MENOMINEE, LLC","150700114","Menominee","4","38556.1300","36003.5800","2552.5500","13818.0000","11265.5500","2552.4500","765.8000","638.1700","127.6300",
"THE HOT CORNER INC.","120706057","Oak Lawn","5","266733.2700","246044.2300","20689.0400","85240.0000","64551.3100","20688.6900","6206.6300","5172.2000","1034.4300",
"The Ice House of Mattoon, Inc. ","140700154","Mattoon","5","390690.3700","362880.5100","27809.8600","115628.0000","87818.1400","27809.8600","8342.9800","6952.4800","1390.5000",
"The Idler Corporation","120701209","Alsip","5","331149.4500","301369.1800","29780.2700","100783.0000","71002.6300","29780.3700","8934.1700","7445.1400","1489.0300",
"The Izaguirre Corporation","120706444","Berwyn","3","68054.6600","61860.2400","6194.4200","27621.0000","21426.5800","6194.4200","1858.3800","1548.6500","309.7300",
"The Juicy Peanut Bar & Grill, Inc.","120712377","Mascoutah","5","303695.6800","284474.0200","19221.6600","98552.0000","79330.3400","19221.6600","5766.5500","4805.4600","961.0900",
"The Kangley Inn, Inc.","120704489","Kangley","3","75427.6200","69819.3300","5608.2900","23874.0000","18265.7100","5608.2900","1682.4800","1402.0700","280.4100",
"THE KEG INCORPORATED","130701779","Springfield","4","79048.9300","71826.2000","7222.7300","24181.0000","16958.0900","7222.9100","2166.9200","1805.7700","361.1500",
"THE KEYS ON LAKE CARLYLE, INC.","120710645","Keyesport","4","130997.1400","120685.5100","10311.6300","44341.0000","34029.3700","10311.6300","3093.5300","2577.9500","515.5800",
"The L'Erable Corporation, Inc.","140701489","Iroquois County","2","30032.8100","27109.8700","2922.9400","9627.0000","6703.9600","2923.0400","876.9100","730.7600","146.1500",
